# Dataplane.org - for operators, by operators
# dnsversion
# 2025-09-30 12:00 - 2025-10-07 12:00
#
# The dnsversion report is free for non-commercial use ONLY.  If you wish
# to discuss commercial use of this service, please contact us at
# info@dataplane.org.  Redistribution of the dnsversion report in whole or
# in part without the express permission of Dataplane.org is expressly
# prohibited.
#
# This report is made possible through the generous support of people
# like you.  Sensor, processing, and distribution systems require
# non-free resources to setup and maintain.  We are always looking for
# financial contributions to help pay the bills and hosting to increase
# visibility.  If you find what we do useful, please consider supporting
# us.
#
# This report is informational.  This is not a block list.  Deriving
# malicious or benign intent for an individual entry in the face of
# NATs, address spoofing, and certain types of Internet activity
# (e.g., surveying research) can be difficult.  The report is provided
# on an as-is basis with no expressed warranty or guarantee of accuracy.
# Use of this data is at your own risk.  If you have questions about
# this report do not hesitate to contact us.
#
# Entries below are records of source IP addresses that have been
# identified as sending DNS CH TXT VERSION.BIND queries.
# Each entry is sorted according to a route originating ASN.  An entry
# for the IP address is listed only once even if there are multiple
# origin AS (MOAS) announcements for the covering prefix.  We use the
# PyASN IP address to ASN mapping service to construct an origin AS
# number and name.  For details about PyASN, see:
#
#   <https://pypi.org/project/pyasn/>.
#
# The report format is as follows:
#
# ASN  |  ASname  |  ipaddr  |  lastseen  |  category
#
# Each field is described below.  Please note any special formatting
# rules to aid in processing this file with automated tools and scripts.
# Blank lines may be present to improve the visual display of this file.
# Lines beginning with a hash ('#') character are comment lines.  All
# other lines are report entries.  Each field is separated by a pipe
# symbol ('|') and at least two whitespace characters on either side.
#
#   ASN        Autonomous system number originating a route for the
#              entry IP address. Note, 4-byte ASNs are supported and
#              will be displayed as a 32-bit integer.  NA is shown if
#              an origin ASN cannot be found.
#
#   ASname     A descriptive network name for the associated ASN.  The
#              name is truncated to 30 characters.  NA is shown if an
#              AS name cannot be found.
#
#   ipaddr     The IPv4 address that is being reported.
#
#   lastseen   A last seen timestamp formatted as YYYY-mm-dd HH:MM:SS
#              in UTC time.
#
#   category   Descriptive tag name for this entry.  For this report,
#              the text dnsversion will appear.
#
# A commented footer section shows an aggregate count of ASNs and
# addresses seen in the current report.
#
174          |  COGENT-174                      |  2.59.22.234      |  2025-10-07 11:31:43  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.75   |  2025-10-07 02:48:41  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.76   |  2025-10-07 04:41:29  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.78   |  2025-10-05 22:40:07  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.79   |  2025-10-07 03:30:52  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.81   |  2025-10-06 07:09:30  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.82   |  2025-10-06 00:17:26  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.84   |  2025-10-06 22:12:36  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.85   |  2025-10-04 22:48:41  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.87   |  2025-10-07 06:58:50  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.88   |  2025-10-07 01:03:55  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.9    |  2025-10-06 22:11:20  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.90   |  2025-10-07 04:42:20  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.91   |  2025-10-07 04:57:49  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.93   |  2025-10-05 18:15:22  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.94   |  2025-10-06 22:56:29  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.97   |  2025-10-05 19:52:10  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  147.185.132.99   |  2025-10-07 00:25:01  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.10    |  2025-10-07 11:05:07  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.100   |  2025-10-07 04:08:25  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.101   |  2025-10-06 04:10:32  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.102   |  2025-10-06 00:59:57  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.103   |  2025-10-06 20:53:40  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.104   |  2025-10-07 02:20:40  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.105   |  2025-10-07 03:12:01  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.106   |  2025-10-07 03:28:06  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.107   |  2025-10-07 01:10:22  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.108   |  2025-10-06 21:30:08  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.109   |  2025-10-07 06:57:07  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.11    |  2025-10-05 10:14:12  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.110   |  2025-10-07 07:35:08  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.111   |  2025-10-07 07:25:49  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.112   |  2025-10-07 08:55:11  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.113   |  2025-10-06 09:01:47  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.114   |  2025-10-07 01:56:30  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.115   |  2025-10-07 07:06:37  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.116   |  2025-10-05 22:03:13  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.117   |  2025-10-05 22:15:16  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.118   |  2025-10-06 07:12:07  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.119   |  2025-10-05 22:15:13  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.12    |  2025-10-06 05:00:40  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.120   |  2025-10-06 04:34:30  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.121   |  2025-10-06 22:38:29  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.122   |  2025-10-05 07:13:59  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.123   |  2025-10-05 04:56:22  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.124   |  2025-10-07 06:27:39  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.125   |  2025-10-04 18:10:10  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.126   |  2025-10-05 23:13:14  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.127   |  2025-10-06 06:45:34  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.128   |  2025-10-05 20:30:11  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.129   |  2025-10-06 19:46:35  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.13    |  2025-10-05 01:39:10  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.130   |  2025-10-06 20:54:11  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.131   |  2025-10-06 08:37:55  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.132   |  2025-10-05 07:11:04  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.133   |  2025-10-06 22:02:49  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.134   |  2025-10-06 08:45:53  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.135   |  2025-10-06 18:10:11  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.136   |  2025-10-07 00:31:56  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.138   |  2025-10-07 09:55:02  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.139   |  2025-10-05 01:40:36  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.14    |  2025-10-05 21:38:07  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.140   |  2025-10-07 03:36:59  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.141   |  2025-10-05 00:30:15  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.142   |  2025-10-07 07:04:48  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.143   |  2025-10-06 10:44:22  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.144   |  2025-10-07 00:21:01  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.145   |  2025-10-06 01:05:03  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.146   |  2025-10-06 01:58:58  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.147   |  2025-10-02 23:17:49  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.148   |  2025-10-05 04:20:26  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.149   |  2025-10-02 21:29:01  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.15    |  2025-10-05 22:02:34  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.150   |  2025-10-06 23:50:21  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.151   |  2025-10-05 04:06:00  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.152   |  2025-10-05 01:16:03  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.153   |  2025-10-06 19:39:58  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.154   |  2025-10-06 07:51:08  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.155   |  2025-10-05 20:51:44  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.156   |  2025-10-07 08:14:13  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.157   |  2025-10-01 20:03:42  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.158   |  2025-10-06 22:50:53  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.159   |  2025-10-06 23:32:18  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.16    |  2025-10-05 02:16:32  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.161   |  2025-10-05 04:00:47  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.162   |  2025-10-07 01:23:34  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.163   |  2025-10-05 03:16:15  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.164   |  2025-10-06 18:39:37  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.165   |  2025-10-06 04:10:14  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.166   |  2025-10-07 00:12:53  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.167   |  2025-10-07 04:31:59  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.168   |  2025-10-05 19:52:20  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.169   |  2025-10-07 09:52:36  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.17    |  2025-10-02 06:19:56  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.170   |  2025-10-05 20:13:54  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.171   |  2025-10-07 00:40:31  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.172   |  2025-10-07 03:46:25  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.173   |  2025-10-07 08:43:55  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.174   |  2025-10-07 04:58:07  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.175   |  2025-10-07 00:28:47  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.176   |  2025-10-07 03:56:43  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.177   |  2025-10-07 02:38:11  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.178   |  2025-10-06 05:10:33  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.179   |  2025-10-06 23:37:44  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.18    |  2025-10-06 21:21:16  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.180   |  2025-10-07 08:32:20  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.181   |  2025-10-07 08:59:33  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.182   |  2025-10-05 18:54:20  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.183   |  2025-10-07 05:38:53  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.184   |  2025-10-07 06:35:41  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.185   |  2025-10-06 23:52:13  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.186   |  2025-10-07 08:55:23  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.19    |  2025-10-06 23:26:46  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.192   |  2025-10-06 20:12:35  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.193   |  2025-10-07 01:18:25  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.194   |  2025-10-02 22:53:00  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.195   |  2025-10-04 22:09:09  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.196   |  2025-10-03 20:04:36  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.197   |  2025-10-06 21:43:28  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.198   |  2025-10-07 07:03:57  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.199   |  2025-10-05 21:08:15  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.2     |  2025-10-06 08:14:18  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.20    |  2025-10-06 19:44:11  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.200   |  2025-10-06 21:15:03  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.201   |  2025-10-07 06:37:01  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.202   |  2025-10-06 19:01:26  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.203   |  2025-10-07 00:43:54  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.204   |  2025-10-06 04:34:15  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.205   |  2025-10-07 00:06:26  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.206   |  2025-10-06 01:55:38  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.207   |  2025-10-06 19:01:38  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.208   |  2025-10-06 01:23:52  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.209   |  2025-10-06 02:23:12  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.211   |  2025-10-06 04:41:27  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.212   |  2025-10-06 19:03:07  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.213   |  2025-10-07 09:37:21  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.214   |  2025-10-07 08:39:17  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.215   |  2025-10-05 23:44:12  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.216   |  2025-10-07 06:37:39  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.217   |  2025-10-07 03:16:10  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.218   |  2025-10-06 06:22:43  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.219   |  2025-10-07 06:05:10  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.22    |  2025-10-06 23:48:38  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.220   |  2025-10-07 03:00:38  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.221   |  2025-10-07 04:33:14  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.222   |  2025-10-07 09:29:41  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.223   |  2025-10-07 03:28:08  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.224   |  2025-10-04 21:55:08  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.225   |  2025-10-06 05:04:30  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.226   |  2025-10-07 03:44:03  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.227   |  2025-10-06 21:53:07  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.228   |  2025-10-07 07:29:56  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.229   |  2025-10-06 23:19:59  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.23    |  2025-10-07 01:24:05  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.230   |  2025-10-06 20:38:16  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.231   |  2025-10-07 06:00:03  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.232   |  2025-10-07 07:38:36  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.233   |  2025-10-07 07:31:52  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.234   |  2025-10-07 00:10:53  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.235   |  2025-10-07 01:47:43  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.236   |  2025-10-07 08:28:02  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.238   |  2025-10-07 00:06:08  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.239   |  2025-10-07 03:47:25  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.24    |  2025-10-03 23:40:20  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.240   |  2025-10-07 02:46:01  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.241   |  2025-10-06 21:10:29  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.242   |  2025-10-05 01:57:44  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.243   |  2025-10-07 00:09:37  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.244   |  2025-10-07 07:26:01  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.245   |  2025-10-06 19:56:38  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.246   |  2025-10-06 00:03:28  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.247   |  2025-10-06 19:50:15  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.248   |  2025-10-07 05:52:02  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.249   |  2025-10-07 01:49:29  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.25    |  2025-10-01 18:34:04  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.251   |  2025-10-06 22:34:09  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.252   |  2025-10-07 06:52:09  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.253   |  2025-10-07 07:06:18  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.254   |  2025-10-05 19:50:22  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.255   |  2025-10-07 08:21:13  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.26    |  2025-10-05 07:17:27  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.27    |  2025-10-05 21:06:09  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.28    |  2025-10-05 19:14:52  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.29    |  2025-10-07 06:09:11  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.3     |  2025-10-07 02:46:01  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.30    |  2025-10-06 23:08:03  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.31    |  2025-10-06 04:04:50  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.32    |  2025-10-07 07:18:37  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.33    |  2025-10-02 22:17:44  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.34    |  2025-10-07 08:58:25  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.35    |  2025-10-07 11:16:01  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.36    |  2025-10-04 18:35:10  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.37    |  2025-10-06 22:13:11  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.38    |  2025-10-05 01:33:50  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.39    |  2025-10-02 06:03:51  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.40    |  2025-10-07 08:07:02  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.41    |  2025-10-07 10:03:57  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.42    |  2025-10-07 08:13:12  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.43    |  2025-10-07 01:01:43  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.44    |  2025-10-07 08:18:26  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.45    |  2025-10-05 03:52:23  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.46    |  2025-10-07 00:47:49  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.47    |  2025-10-07 08:53:53  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.48    |  2025-10-06 21:45:23  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.49    |  2025-10-05 07:08:01  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.5     |  2025-10-06 21:18:46  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.50    |  2025-10-07 07:38:15  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.51    |  2025-10-06 19:01:29  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.52    |  2025-10-06 20:32:08  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.53    |  2025-10-04 20:58:02  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.54    |  2025-10-06 05:45:24  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.55    |  2025-10-07 08:31:51  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.56    |  2025-10-07 03:07:30  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.57    |  2025-10-07 00:34:15  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.58    |  2025-10-07 01:17:36  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.59    |  2025-10-06 01:51:10  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.6     |  2025-10-06 02:04:48  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.60    |  2025-10-06 22:35:58  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.64    |  2025-10-05 23:44:19  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.65    |  2025-10-06 08:22:19  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.66    |  2025-10-06 02:11:36  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.67    |  2025-10-06 20:57:39  |  dnsversion
396982       |  GOOGLE-CLOUD-PLATFORM           |  198.235.24.68    |  2025-10-06 23:52:20  |  dnsversion
